FL.No.481,133.00,-436.00,385.00,0.00
FL.No.482,134.00,-442.00,379.00,0.00
FL.No.483,134.00,-447.00,374.00,0.00
FL.No.484,135.00,-451.00,369.00,0.00
FL.No.485,136.00,-455.00,363.00,0.00
FL.No.486,137.00,-459.00,358.00,0.00
FL.No.487,138.00,-463.00,353.00,0.00
FL.No.488,139.00,-466.00,348.00,0.00
FL.No.489,140.00,-469.00,342.00,0.00
FL.No.490,141.00,-471.00,336.00,0.00
FL.No.491,141.00,-474.00,329.00,0.00
FL.No.492,142.00,-476.00,323.00,0.00
FL.No.493,143.00,-478.00,316.00,0.00
FL.No.494,144.00,-479.00,309.00,0.00
FL.No.495,144.00,-481.00,302.00,0.00
FL.No.496,145.00,-481.00,295.00,0.00
FL.No.497,145.00,-482.00,289.00,0.00
FL.No.498,145.00,-481.00,282.00,0.00
FL.No.499,146.00,-481.00,275.00,0.00
FL.No.500,146.00,-481.00,269.00,0.00
FL.No.501,147.00,-480.00,262.00,0.00
FL.No.502,147.00,-479.00,256.00,0.00
FL.No.503,148.00,-478.00,249.00,0.00
FL.No.504,149.00,-477.00,243.00,0.00
FL.No.505,150.00,-476.00,236.00,0.00
FL.No.506,151.00,-475.00,230.00,0.00
FL.No.507,152.00,-474.00,224.00,0.00
FL.No.508,154.00,-472.00,218.00,0.00
FL.No.509,155.00,-471.00,212.00,0.00
FL.No.510,157.00,-469.00,206.00,0.00
FL.No.511,159.00,-468.00,200.00,0.00
FL.No.512,160.00,-466.00,195.00,0.00
FL.No.513,162.00,-464.00,189.00,0.00
FL.No.514,164.00,-462.00,183.00,0.00
FL.No.515,166.00,-459.00,178.00,0.00
FL.No.516,167.00,-456.00,172.00,0.00
FL.No.517,168.00,-453.00,167.00,0.00
FL.No.518,169.00,-449.00,162.00,0.00
FL.No.519,170.00,-446.00,157.00,0.00
FL.No.520,170.00,-441.00,153.00,0.00
FL.No.521,170.00,-437.00,149.00,0.00
FL.No.522,170.00,-432.00,145.00,0.00
FL.No.523,169.00,-427.00,142.00,0.00
FL.No.524,169.00,-422.00,140.00,0.00
FL.No.525,168.00,-417.00,137.00,0.00
FL.No.526,167.00,-412.00,136.00,0.00
FL.No.527,165.00,-406.00,134.00,0.00
FL.No.528,164.00,-401.00,134.00,0.00
FL.No.529,162.00,-395.00,133.00,0.00
FL.No.530,160.00,-389.00,133.00,0.00
FL.No.531,158.00,-383.00,134.00,0.00
FL.No.532,156.00,-377.00,135.00,0.00
FL.No.533,153.00,-372.00,136.00,0.00
FL.No.534,151.00,-366.00,138.00,0.00
FL.No.535,148.00,-360.00,141.00,0.00
FL.No.536,145.00,-354.00,143.00,0.00
FL.No.537,143.00,-349.00,146.00,0.00
FL.No.538,140.00,-344.00,149.00,0.00
FL.No.539,138.00,-338.00,151.00,0.00
FL.No.540,136.00,-334.00,154.00,0.00
FL.No.541,135.00,-330.00,156.00,0.00
FL.No.542,133.00,-326.00,159.00,0.00
FL.No.543,132.00,-322.00,161.00,0.00
FL.No.544,131.00,-319.00,163.00,0.00
FL.No.545,130.00,-316.00,165.00,0.00
FL.No.546,129.00,-314.00,166.00,0.00
FL.No.547,129.00,-312.00,168.00,0.00
FL.No.548,128.00,-310.00,170.00,0.00
FL.No.549,127.00,-308.00,172.00,0.00
FL.No.550,126.00,-307.00,173.00,0.00
FL.No.551,125.00,-305.00,175.00,0.00
FL.No.552,125.00,-303.00,178.00,0.00
FL.No.553,124.00,-301.00,180.00,0.00
FL.No.554,123.00,-299.00,183.00,0.00
FL.No.555,122.00,-297.00,187.00,0.00
FL.No.556,121.00,-296.00,191.00,0.00
FL.No.557,119.00,-295.00,195.00,0.00
FL.No.558,118.00,-293.00,199.00,0.00
FL.No.559,117.00,-292.00,204.00,0.00
FL.No.560,116.00,-292.00,209.00,0.00
FL.No.561,114.00,-291.00,214.00,0.00
FL.No.562,113.00,-290.00,220.00,0.00
FL.No.563,112.00,-289.00,225.00,0.00
FL.No.564,111.00,-289.00,231.00,0.00
FL.No.565,109.00,-289.00,238.00,0.00
FL.No.566,108.00,-288.00,244.00,0.00
FL.No.567,107.00,-288.00,250.00,0.00
FL.No.568,106.00,-288.00,257.00,0.00
FL.No.569,104.00,-289.00,264.00,0.00
FL.No.570,103.00,-289.00,270.00,0.00
FL.No.571,102.00,-290.00,276.00,0.00
FL.No.572,101.00,-292.00,282.00,0.00
FL.No.573,100.00,-293.00,288.00,0.00
FL.No.574,99.00,-295.00,294.00,0.00
FL.No.575,98.00,-297.00,299.00,0.00
FL.No.576,98.00,-299.00,303.00,0.00
FL.No.577,97.00,-301.00,308.00,0.00
FL.No.578,97.00,-303.00,314.00,0.00
FL.No.579,97.00,-306.00,319.00,0.00
FL.No.580,97.00,-308.00,325.00,0.00
FL.No.581,97.00,-311.00,331.00,0.00
FL.No.582,97.00,-313.00,337.00,0.00
